indicator_code,indicator_title,metric,year,value,geo_version,geo_code,geo_name
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,2578,old_63,48,Đà Nẵng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,3421,old_63,48,Đà Nẵng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,3065,old_63,48,Đà Nẵng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,4320,old_63,48,Đà Nẵng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,3806,old_63,48,Đà Nẵng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,3379,old_63,48,Đà Nẵng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,2599,old_63,48,Đà Nẵng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,45330,old_63,49,Quảng Nam
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,38112,old_63,49,Quảng Nam
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,31537,old_63,49,Quảng Nam
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,25650,old_63,49,Quảng Nam
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,22368,old_63,49,Quảng Nam
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,33147,old_63,49,Quảng Nam
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,29146,old_63,49,Quảng Nam
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,24669,old_63,49,Quảng Nam
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,20272,old_63,49,Quảng Nam
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,45260,old_63,51,Quảng Ngãi
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,39127,old_63,51,Quảng Ngãi
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,33381,old_63,51,Quảng Ngãi
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,27964,old_63,51,Quảng Ngãi
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,23537,old_63,51,Quảng Ngãi
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,33782,old_63,51,Quảng Ngãi
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,29229,old_63,51,Quảng Ngãi
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,23317,old_63,51,Quảng Ngãi
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,16368,old_63,51,Quảng Ngãi
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,44637,old_63,52,Bình Định
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,37181,old_63,52,Bình Định
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,30067,old_63,52,Bình Định
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,23261,old_63,52,Bình Định
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,17980,old_63,52,Bình Định
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,25321,old_63,52,Bình Định
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,19805,old_63,52,Bình Định
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,13834,old_63,52,Bình Định
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,4517,old_63,52,Bình Định
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,25765,old_63,54,Phú Yên
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,20258,old_63,54,Phú Yên
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,15150,old_63,54,Phú Yên
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,10271,old_63,54,Phú Yên
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,7756,old_63,54,Phú Yên
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,13046,old_63,54,Phú Yên
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,10781,old_63,54,Phú Yên
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,8480,old_63,54,Phú Yên
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,6483,old_63,54,Phú Yên
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,21379,old_63,56,Khánh Hòa
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,19142,old_63,56,Khánh Hòa
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,15035,old_63,56,Khánh Hòa
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,10143,old_63,56,Khánh Hòa
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,6968,old_63,56,Khánh Hòa
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,12858,old_63,56,Khánh Hòa
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,10826,old_63,56,Khánh Hòa
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,7298,old_63,56,Khánh Hòa
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,4348,old_63,56,Khánh Hòa
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,20253,old_63,58,Ninh Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,17284,old_63,58,Ninh Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,14391,old_63,58,Ninh Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,11925,old_63,58,Ninh Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,9606,old_63,58,Ninh Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,14255,old_63,58,Ninh Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,11015,old_63,58,Ninh Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,7874,old_63,58,Ninh Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,4971,old_63,58,Ninh Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,13753,old_63,60,Bình Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,11085,old_63,60,Bình Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,8289,old_63,60,Bình Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,6323,old_63,60,Bình Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,4363,old_63,60,Bình Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,10689,old_63,60,Bình Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,8659,old_63,60,Bình Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,6621,old_63,60,Bình Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,4850,old_63,60,Bình Thuận
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,28990,old_63,62,Kon Tum
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,26164,old_63,62,Kon Tum
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,22851,old_63,62,Kon Tum
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,18858,old_63,62,Kon Tum
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,14601,old_63,62,Kon Tum
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,22027,old_63,62,Kon Tum
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,15943,old_63,62,Kon Tum
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,10220,old_63,62,Kon Tum
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,6557,old_63,62,Kon Tum
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,54925,old_63,64,Gia Lai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,45340,old_63,64,Gia Lai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,34873,old_63,64,Gia Lai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,25807,old_63,64,Gia Lai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,19958,old_63,64,Gia Lai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,45965,old_63,64,Gia Lai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,38550,old_63,64,Gia Lai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,31502,old_63,64,Gia Lai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,23852,old_63,64,Gia Lai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,76434,old_63,66,Đắk Lắk
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,66956,old_63,66,Đắk Lắk
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,57180,old_63,66,Đắk Lắk
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,46033,old_63,66,Đắk Lắk
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,3925,old_63,66,Đắk Lắk
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,63767,old_63,66,Đắk Lắk
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,54689,old_63,66,Đắk Lắk
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,46091,old_63,66,Đắk Lắk
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,34434,old_63,66,Đắk Lắk
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,28739,old_63,67,Đắk Nông
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,25144,old_63,67,Đắk Nông
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,21070,old_63,67,Đắk Nông
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,17128,old_63,67,Đắk Nông
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,11785,old_63,67,Đắk Nông
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,18317,old_63,67,Đắk Nông
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,13342,old_63,67,Đắk Nông
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,8838,old_63,67,Đắk Nông
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,5163,old_63,67,Đắk Nông
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,15908,old_63,68,Lâm Đồng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,12168,old_63,68,Lâm Đồng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,9046,old_63,68,Lâm Đồng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,6325,old_63,68,Lâm Đồng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,4488,old_63,68,Lâm Đồng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,9751,old_63,68,Lâm Đồng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,6636,old_63,68,Lâm Đồng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,3912,old_63,68,Lâm Đồng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,2324,old_63,68,Lâm Đồng
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,12772,old_63,70,Bình Phước
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,10760,old_63,70,Bình Phước
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,8614,old_63,70,Bình Phước
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,6691,old_63,70,Bình Phước
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,3568,old_63,70,Bình Phước
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,4894,old_63,70,Bình Phước
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,2879,old_63,70,Bình Phước
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,1121,old_63,70,Bình Phước
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,583,old_63,70,Bình Phước
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,6184,old_63,72,Tây Ninh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,4339,old_63,72,Tây Ninh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,2976,old_63,72,Tây Ninh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,1930,old_63,72,Tây Ninh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,0,old_63,72,Tây Ninh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,2075,old_63,72,Tây Ninh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,1037,old_63,72,Tây Ninh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,512,old_63,72,Tây Ninh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,335,old_63,72,Tây Ninh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,0,old_63,74,Bình Dương
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,0,old_63,74,Bình Dương
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,0,old_63,74,Bình Dương
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,0,old_63,74,Bình Dương
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,0,old_63,74,Bình Dương
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,4093,old_63,74,Bình Dương
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,2326,old_63,74,Bình Dương
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,2009,old_63,74,Bình Dương
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,1250,old_63,74,Bình Dương
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,6384,old_63,75,Đồng Nai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,4020,old_63,75,Đồng Nai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,3150,old_63,75,Đồng Nai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,2338,old_63,75,Đồng Nai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,1710,old_63,75,Đồng Nai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,7057,old_63,75,Đồng Nai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,3468,old_63,75,Đồng Nai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,2597,old_63,75,Đồng Nai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,2317,old_63,75,Đồng Nai
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,4738,old_63,77,Bà Rịa - Vũng Tàu
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,2609,old_63,77,Bà Rịa - Vũng Tàu
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,1652,old_63,77,Bà Rịa - Vũng Tàu
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,669,old_63,77,Bà Rịa - Vũng Tàu
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,257,old_63,77,Bà Rịa - Vũng Tàu
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,1278,old_63,77,Bà Rịa - Vũng Tàu
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,0,old_63,77,Bà Rịa - Vũng Tàu
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,0,old_63,77,Bà Rịa - Vũng Tàu
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,0,old_63,77,Bà Rịa - Vũng Tàu
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,0,old_63,79,TP. Hồ Chí Minh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,0,old_63,79,TP. Hồ Chí Minh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,0,old_63,79,TP. Hồ Chí Minh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,0,old_63,79,TP. Hồ Chí Minh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2020,0,old_63,79,TP. Hồ Chí Minh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2021,4249,old_63,79,TP. Hồ Chí Minh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2022,0,old_63,79,TP. Hồ Chí Minh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2023,0,old_63,79,TP. Hồ Chí Minh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2024,0,old_63,79,TP. Hồ Chí Minh
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2016,14198,old_63,80,Long An
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2017,11852,old_63,80,Long An
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2018,9108,old_63,80,Long An
1.3,"Số hộ nghèo theo chuẩn nghèo đa chiều phân theo thành thị, nông thôn và theo vùng, địa phương",count_households,2019,7183,old_63,80,Long An
